iter	Logloss
449	0.2014075909
450	0.2011353546
451	0.2009651674
452	0.200698564
453	0.2004150039
454	0.2002290339
455	0.2000523468
456	0.1997657252
457	0.1995369489
458	0.1993052209
459	0.1989966629
460	0.1987577679
461	0.1986048611
462	0.1984486329
463	0.1982086784
464	0.1981591445
465	0.1978650594
466	0.197640199
467	0.1973701688
468	0.1969815141
469	0.1967852765
470	0.1965356955
471	0.1961860113
472	0.1960313942
473	0.1957799454
474	0.1955581351
475	0.1952756878
476	0.19495108
477	0.1946682261
478	0.194512234
479	0.1944851856
480	0.1942428742
481	0.1939681051
482	0.1936854035
483	0.193533093
484	0.193309279
485	0.19302138
486	0.1928379591
487	0.1926439282
488	0.1924111245
489	0.1922051913
490	0.1920536027
491	0.191819171
492	0.1915799611
493	0.1912561906
494	0.1911598865
495	0.1909099757
496	0.1907583248
497	0.1906577803
498	0.1904009742
499	0.190152985
500	0.1898039695
501	0.1895506955
502	0.1892866081
503	0.1892408193
504	0.1890297621
505	0.1889261412
506	0.1887309279
507	0.1884471858
508	0.1881812442
509	0.1879658498
510	0.1877399231
511	0.1875531114
512	0.1873753159
513	0.1871580248
514	0.1868504134
515	0.1866340541
516	0.1863697918
517	0.1861344552
518	0.1858378924
519	0.1856588509
520	0.1854654216
521	0.1851977194
522	0.184917894
523	0.184707129
524	0.1845246118
525	0.184243253
526	0.1840581966
527	0.183889846
528	0.1836178953
529	0.1834311443
530	0.1832540854
531	0.1830642394
532	0.1829178302
533	0.1827215846
534	0.1825351787
535	0.1824146504
536	0.1821733922
537	0.1819529289
538	0.1817338822
539	0.1815102219
540	0.1812987723
541	0.1811131591
542	0.1808905888
543	0.1806475972
544	0.1805819156
545	0.1801982004
546	0.1800753255
547	0.1798309322
548	0.1797009348
549	0.1795402731
550	0.1792831481
551	0.1790527414
552	0.1789337306
553	0.1785977797
554	0.178464861
555	0.1782247771
556	0.1780199779
557	0.1778085704
558	0.1775783596
559	0.177313205
560	0.1771911917
561	0.1769495981
562	0.1767678586
563	0.176625208
564	0.1763144865
565	0.1761700794
566	0.1760760163
567	0.1758004239
568	0.1756364615
569	0.1754437268
570	0.1752501474
571	0.1750724384
572	0.1748627365
573	0.1746354361
574	0.1744810561
575	0.1743314158
576	0.1741828788
577	0.173934992
578	0.1738339933
579	0.1736892203
580	0.1734641501
581	0.1732563612
582	0.1731024357
583	0.1729787647
584	0.1727809541
585	0.1726224132
586	0.1724974516
587	0.172261775
588	0.1720970188
589	0.171878779
590	0.1717130177
591	0.1715450013
592	0.17133686
593	0.1711617413
594	0.1709649848
595	0.1707140604
596	0.1705171095
597	0.1702741511
598	0.170150106
599	0.1699429491
600	0.169804202
601	0.1695881937
602	0.1693682817
603	0.1691887916
604	0.1690334731
605	0.1688364404
606	0.1686504643
607	0.168444027
608	0.1683542115
609	0.1683075275
610	0.1680742927
611	0.1679547874
612	0.1678023591
613	0.1677000626
614	0.167539699
615	0.1673603277
616	0.1671448792
617	0.1669208095
618	0.1667300634
619	0.1665570404
620	0.166392757
621	0.1662398638
622	0.1660685065
623	0.1659277217
624	0.1657942199
625	0.1656109831
626	0.1654209128
627	0.1651521865
628	0.1649821257
629	0.1648151565
630	0.1646226823
631	0.1644125196
632	0.1642854776
633	0.1641241299
634	0.1639644746
635	0.1637587871
636	0.1636147152
637	0.1634585419
638	0.1632988521
639	0.1631127024
640	0.1629141485
641	0.1628232065
642	0.1625541404
643	0.1623918904
644	0.1621813952
645	0.1620303075
646	0.1618299325
647	0.1615202127
648	0.1612632697
649	0.161105633
650	0.1609154677
651	0.1607628157
652	0.16054267
653	0.1603483294
654	0.1601883922
655	0.1599564629
656	0.1597760223
657	0.1595224002
658	0.1593680993
659	0.159234897
660	0.159086026
661	0.1589126985
662	0.158726343
663	0.1584744315
664	0.1582432702
665	0.1580759342
666	0.1579308879
667	0.1577181755
668	0.1575623726
669	0.157386698
670	0.1572651672
671	0.1570777048
672	0.1569332521
673	0.1567679927
674	0.1566270608
675	0.1564226116
676	0.1562670399
677	0.1560336555
678	0.155941577
679	0.1556817773
680	0.1554492932
681	0.1552805151
682	0.1551089794
683	0.1549499977
684	0.1548739123
685	0.1547776665
686	0.1545345341
687	0.1543333759
688	0.1540986865
689	0.153904802
690	0.1538143553
691	0.1536935401
692	0.1534512608
693	0.1532300433
694	0.1530741936
695	0.1529878607
696	0.1528803119
697	0.152676684
698	0.1525301166
699	0.1524233631
700	0.1522842313
701	0.1520707496
702	0.1518586708
703	0.1516868324
704	0.1515208312
705	0.1513191703
706	0.1510737587
707	0.1509423145
708	0.1506969271
709	0.1505572432
710	0.1503442007
711	0.1502201628
712	0.1500368796
713	0.1498737039
714	0.1496978423
715	0.1495442147
716	0.1494025159
717	0.1492300625
718	0.149105912
719	0.1489550584
720	0.1487632118
721	0.1485647052
722	0.1484242204
723	0.1482248311
724	0.1481326198
725	0.1479515023
726	0.1478286031
727	0.1476464151
728	0.1474821158
729	0.1473250145
730	0.1471267892
731	0.1470558922
732	0.1468976612
733	0.1466893122
734	0.1465430023
735	0.1463631462
736	0.1462005177
737	0.1460107383
738	0.1458238936
739	0.145586436
740	0.1454922476
741	0.145390727
742	0.1452221625
743	0.1451071096
744	0.1448813992
745	0.1446895681
746	0.1445441242
747	0.1444208783
748	0.1442679802
749	0.1440955589
750	0.1439346169
751	0.1437302824
752	0.1434908633
753	0.143325513
754	0.1432500127
755	0.1430793678
756	0.142947939
757	0.1427485047
758	0.1425968753
759	0.1424185125
760	0.1422348333
761	0.1420807234
762	0.141927023
763	0.1417769201
764	0.1415634676
765	0.1413830289
766	0.141187352
767	0.1409626044
768	0.1407314148
769	0.1406059936
770	0.1405158701
771	0.1404473385
772	0.1403592952
773	0.140214218
774	0.1400999821
775	0.1399330474
776	0.1397700434
777	0.1395726903
778	0.1393819297
779	0.1392924552
780	0.1391489721
781	0.1389789423
782	0.1388052984
783	0.1387342796
784	0.1385855346
785	0.1384163749
786	0.1383109016
787	0.138159004
788	0.1380171084
789	0.137792823
790	0.1377098581
791	0.137559023
792	0.1374569777
793	0.137304681
794	0.1372058356
795	0.1370768145
796	0.1369402358
797	0.1367941063
798	0.1366627561
799	0.1364563205
